supplier_code,supplier_name,supplier_product_code,ing.prod_code,ean,product_description,pack_size
128,ACE PACKAGING (CAPE)(DESERTMOO,21512C-BA,32841,,CIBA PET BASE CLEAR 215-12,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,215045C-BA,32842,,CIBA PET TART DOME 215-45,EA
1668,SPAR WESTERN CAPE,2177834,32854,,F/L ROLLS HOTDOG,6'S
93,GOOSEBUMPS DISTR.(BREAD STOP),1851,32881,,SMALL PAR-BAKED SOUR DOUGH BAGUEETTES,EA
93,GOOSEBUMPS DISTR.(BREAD STOP),3006503,32882,,SMALL PAR-BAKED SOUR DOUGH CIABATTA ROLL,EA
1154,Bakery In House,1323,32884,211323,CHOC DESSERT SQURES,EACH
1154,Bakery In House,1324,32885,211324,MELTING MOMENTS,EACH
1154,Bakery In House,162,32949,2001620000003,MEATY FOCACCIA,EACH
1154,Bakery In House,1011,32987,211011,DESSERT SCONE '6,EACH
16,CHIPKINS PURATOS (BIDVEST SOL),100506,33028,,BAKERS CARAMEL,P/KG
1668,SPAR WESTERN CAPE,3459869,33194,6001008853876,SBK CROISSANT BUTTER 1'S,1EA
1668,SPAR WESTERN CAPE,3467020,33195,6001008855993,SBK CROISSANT CHOC 90GR,90G
1668,SPAR WESTERN CAPE,3462697,33211,6001008855177,SBK MIX CRUNCHIE 5KG,5KG
128,ACE PACKAGING (CAPE)(DESERTMOO,ZIB008-BA,33320,,L344 LAMINGTON DOME,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,MAIN73W-BA,33321,,MAIN 73 WHITE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,SWI-BA,33322,,SPAR WHITE BREAD BAG,700GR
1154,Bakery In House,1096,33373,211096,MEALIE BREAD,EACH
1154,Bakery In House,,33567,211325,GARLIC BRAAI,EACH
1668,SPAR WESTERN CAPE,,88880112,230112,BAKERY PACKAGING 0%,
1668,SPAR WESTERN CAPE,,99990103,220103,BAKERY INGREDIENTS 15%,
1668,SPAR WESTERN CAPE,,99990112,220112,BAKERY PACKAGING 15%,
